   1.8000000e+01   3.5040000e+03   1.3000000e+02
   1.5000000e+01   3.6930000e+03   1.6500000e+02
   1.8000000e+01   3.4360000e+03   1.5000000e+02
   1.6000000e+01   3.4330000e+03   1.5000000e+02
   1.7000000e+01   3.4490000e+03   1.4000000e+02
   1.5000000e+01   4.3410000e+03   1.9800000e+02
   1.4000000e+01   4.3540000e+03   2.2000000e+02
   1.4000000e+01   4.3120000e+03   2.1500000e+02
   1.4000000e+01   4.4250000e+03   2.2500000e+02
   1.5000000e+01   3.8500000e+03   1.9000000e+02
   1.5000000e+01   3.5630000e+03   1.7000000e+02
   1.4000000e+01   3.6090000e+03   1.6000000e+02
   1.5000000e+01   3.7610000e+03   1.5000000e+02
   1.4000000e+01   3.0860000e+03   2.2500000e+02
   2.4000000e+01   2.3720000e+03   9.5000000e+01
   2.2000000e+01   2.8330000e+03   9.5000000e+01
   1.8000000e+01   2.7740000e+03   9.7000000e+01
   2.1000000e+01   2.5870000e+03   8.5000000e+01
   2.7000000e+01   2.1300000e+03   8.8000000e+01
   2.6000000e+01   1.8350000e+03   4.6000000e+01
   2.5000000e+01   2.6720000e+03   8.7000000e+01
   2.4000000e+01   2.4300000e+03   9.0000000e+01
   2.5000000e+01   2.3750000e+03   9.5000000e+01
   2.6000000e+01   2.2340000e+03   1.1300000e+02
   2.1000000e+01   2.6480000e+03   9.0000000e+01
   1.0000000e+01   4.6150000e+03   2.1500000e+02
   1.0000000e+01   4.3760000e+03   2.0000000e+02
   1.1000000e+01   4.3820000e+03   2.1000000e+02
   9.0000000e+00   4.7320000e+03   1.9300000e+02
   2.8000000e+01   2.4640000e+03   8.6000000e+01
   2.5000000e+01   2.2200000e+03   8.1000000e+01
   2.5000000e+01   2.5720000e+03   9.2000000e+01
   2.6000000e+01   2.2550000e+03   7.9000000e+01
   2.7000000e+01   2.2020000e+03   8.3000000e+01
   1.7500000e+01   4.2150000e+03   1.4000000e+02
   1.6000000e+01   4.1900000e+03   1.5000000e+02
   1.5500000e+01   3.9620000e+03   1.2000000e+02
   1.4500000e+01   4.2150000e+03   1.5200000e+02
   2.2000000e+01   3.2330000e+03   1.0000000e+02
   2.2000000e+01   3.3530000e+03   1.0500000e+02
   2.4000000e+01   3.0120000e+03   8.1000000e+01
   2.2500000e+01   3.0850000e+03   9.0000000e+01
   2.9000000e+01   2.0350000e+03   5.2000000e+01
   2.4500000e+01   2.1640000e+03   6.0000000e+01
   2.9000000e+01   1.9370000e+03   7.0000000e+01
   3.3000000e+01   1.7950000e+03   5.3000000e+01
   2.0000000e+01   3.6510000e+03   1.0000000e+02
   1.8000000e+01   3.5740000e+03   7.8000000e+01
   1.8500000e+01   3.6450000e+03   1.1000000e+02
   1.7500000e+01   3.1930000e+03   9.5000000e+01
   2.9500000e+01   1.8250000e+03   7.1000000e+01
   3.2000000e+01   1.9900000e+03   7.0000000e+01
   2.8000000e+01   2.1550000e+03   7.5000000e+01
   2.6500000e+01   2.5650000e+03   7.2000000e+01
   2.0000000e+01   3.1500000e+03   1.0200000e+02
   1.3000000e+01   3.9400000e+03   1.5000000e+02
   1.9000000e+01   3.2700000e+03   8.8000000e+01
   1.9000000e+01   2.9300000e+03   1.0800000e+02
   1.6500000e+01   3.8200000e+03   1.2000000e+02
   1.6500000e+01   4.3800000e+03   1.8000000e+02
   1.3000000e+01   4.0550000e+03   1.4500000e+02
   1.3000000e+01   3.8700000e+03   1.3000000e+02
   1.3000000e+01   3.7550000e+03   1.5000000e+02
   2.8000000e+01   2.6050000e+03   8.8000000e+01
   2.7000000e+01   2.6400000e+03   8.8000000e+01
   3.4000000e+01   2.3950000e+03   8.8000000e+01
   3.1000000e+01   2.5750000e+03   8.5000000e+01
   2.9000000e+01   2.5250000e+03   8.4000000e+01
   2.7000000e+01   2.7350000e+03   9.0000000e+01
   2.4000000e+01   2.8650000e+03   9.2000000e+01
   3.6000000e+01   1.9800000e+03   7.4000000e+01
   3.7000000e+01   2.0250000e+03   6.8000000e+01
   3.1000000e+01   1.9700000e+03   6.8000000e+01
   3.8000000e+01   2.1250000e+03   6.3000000e+01
   3.6000000e+01   2.1250000e+03   7.0000000e+01
   3.6000000e+01   2.1600000e+03   8.8000000e+01
   3.6000000e+01   2.2050000e+03   7.5000000e+01
   3.4000000e+01   2.2450000e+03   7.0000000e+01
   3.8000000e+01   1.9650000e+03   6.7000000e+01
   3.2000000e+01   1.9650000e+03   6.7000000e+01
   3.8000000e+01   1.9950000e+03   6.7000000e+01
   2.5000000e+01   2.9450000e+03   1.1000000e+02
   3.8000000e+01   3.0150000e+03   8.5000000e+01
   2.6000000e+01   2.5850000e+03   9.2000000e+01
   2.2000000e+01   2.8350000e+03   1.1200000e+02
   3.2000000e+01   2.6650000e+03   9.6000000e+01
   3.6000000e+01   2.3700000e+03   8.4000000e+01
   2.7000000e+01   2.9500000e+03   9.0000000e+01
   2.7000000e+01   2.7900000e+03   8.6000000e+01
   4.4000000e+01   2.1300000e+03   5.2000000e+01
   3.2000000e+01   2.2950000e+03   8.4000000e+01
   2.8000000e+01   2.6250000e+03   7.9000000e+01
   3.1000000e+01   2.7200000e+03   8.2000000e+01
